 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
U47078                    inv_x1_sg       sg_338K         6.360000  
U47079                    inv_x1_sg       sg_338K         6.360000  
U47080                    nand_x1_sg      sg_338K         7.950000  
U47081                    inv_x2_sg       sg_338K         6.360000  
U47082                    nor_x1_sg       sg_338K         7.950000  
U47083                    nand_x1_sg      sg_338K         7.950000  
U47084                    nand_x1_sg      sg_338K         7.950000  
U47085                    inv_x1_sg       sg_338K         6.360000  
U47086                    inv_x1_sg       sg_338K         6.360000  
U47087                    nand_x1_sg      sg_338K         7.950000  
U47088                    nand_x1_sg      sg_338K         7.950000  
U47089                    inv_x1_sg       sg_338K         6.360000  
U47090                    nand_x1_sg      sg_338K         7.950000  
U47091                    nand_x1_sg      sg_338K         7.950000  
U47092                    nand_x1_sg      sg_338K         7.950000  
U47093                    inv_x1_sg       sg_338K         6.360000  
U47094                    nand_x1_sg      sg_338K         7.950000  
U47095                    inv_x2_sg       sg_338K         6.360000  
U47096                    nor_x1_sg       sg_338K         7.950000  
U47097                    inv_x1_sg       sg_338K         6.360000  
U47098                    nand_x1_sg      sg_338K         7.950000  
U47099                    nand_x1_sg      sg_338K         7.950000  
U47100                    nand_x1_sg      sg_338K         7.950000  
U47101                    nand_x2_sg      sg_338K         7.950000  
U47102                    inv_x1_sg       sg_338K         6.360000  
U47103                    nand_x1_sg      sg_338K         7.950000  
U47104                    nand_x2_sg      sg_338K         7.950000  
U47105                    nand_x2_sg      sg_338K         7.950000  
U47106                    nand_x2_sg      sg_338K         7.950000  
U47107                    nand_x2_sg      sg_338K         7.950000  
U47108                    nand_x2_sg      sg_338K         7.950000  
U47109                    nand_x2_sg      sg_338K         7.950000  
U47110                    nand_x1_sg      sg_338K         7.950000  
U47111                    nand_x1_sg      sg_338K         7.950000  
U47112                    inv_x1_sg       sg_338K         6.360000  
U47113                    nand_x2_sg      sg_338K         7.950000  
U47114                    nand_x2_sg      sg_338K         7.950000  
U47115                    nand_x1_sg      sg_338K         7.950000  
U47116                    inv_x2_sg       sg_338K         6.360000  
U47117                    nor_x1_sg       sg_338K         7.950000  
U47118                    nand_x1_sg      sg_338K         7.950000  
U47119                    nand_x1_sg      sg_338K         7.950000  
U47120                    inv_x2_sg       sg_338K         6.360000  
U47121                    inv_x1_sg       sg_338K         6.360000  
U47122                    nand_x1_sg      sg_338K         7.950000  
U47123                    nand_x1_sg      sg_338K         7.950000  
U47124                    nand_x1_sg      sg_338K         7.950000  
U47125                    nand_x1_sg      sg_338K         7.950000  
U47126                    inv_x2_sg       sg_338K         6.360000  
U47127                    nor_x1_sg       sg_338K         7.950000  
U47128                    inv_x1_sg       sg_338K         6.360000  
U47129                    inv_x1_sg       sg_338K         6.360000  
U47130                    nand_x1_sg      sg_338K         7.950000  
U47131                    inv_x1_sg       sg_338K         6.360000  
U47132                    inv_x1_sg       sg_338K         6.360000  
U47133                    nand_x1_sg      sg_338K         7.950000  
U47134                    nand_x2_sg      sg_338K         7.950000  
U47135                    nand_x1_sg      sg_338K         7.950000  
U47136                    inv_x1_sg       sg_338K         6.360000  
U47137                    inv_x1_sg       sg_338K         6.360000  
U47138                    nand_x4_sg      sg_338K         13.356000 
U47139                    nand_x1_sg      sg_338K         7.950000  
U47140                    nand_x1_sg      sg_338K         7.950000  
U47141                    inv_x1_sg       sg_338K         6.360000  
U47142                    nand_x1_sg      sg_338K         7.950000  
U47143                    inv_x1_sg       sg_338K         6.360000  
U47144                    nand_x1_sg      sg_338K         7.950000  
U47145                    inv_x1_sg       sg_338K         6.360000  
U47146                    inv_x1_sg       sg_338K         6.360000  
U47147                    nand_x1_sg      sg_338K         7.950000  
U47148                    inv_x1_sg       sg_338K         6.360000  
U47149                    nand_x1_sg      sg_338K         7.950000  
U47150                    nand_x4_sg      sg_338K         13.356000 
U47151                    nand_x1_sg      sg_338K         7.950000  
U47152                    inv_x1_sg       sg_338K         6.360000  
U47153                    inv_x1_sg       sg_338K         6.360000  
U47154                    inv_x1_sg       sg_338K         6.360000  
U47155                    inv_x1_sg       sg_338K         6.360000  
U47156                    inv_x2_sg       sg_338K         6.360000  
U47157                    nor_x1_sg       sg_338K         7.950000  
U47158                    nand_x1_sg      sg_338K         7.950000  
U47159                    inv_x2_sg       sg_338K         6.360000  
U47160                    nor_x1_sg       sg_338K         7.950000  
U47161                    nand_x1_sg      sg_338K         7.950000  
U47162                    nor_x1_sg       sg_338K         7.950000  
U47163                    nand_x4_sg      sg_338K         13.356000 
U47164                    inv_x2_sg       sg_338K         6.360000  
U47165                    nor_x1_sg       sg_338K         7.950000  
U47166                    inv_x1_sg       sg_338K         6.360000  
U47167                    inv_x2_sg       sg_338K         6.360000  
U47168                    nor_x1_sg       sg_338K         7.950000  
U47169                    inv_x1_sg       sg_338K         6.360000  
U47170                    nand_x1_sg      sg_338K         7.950000  
U47171                    inv_x1_sg       sg_338K         6.360000  
U47172                    nand_x4_sg      sg_338K         13.356000 
U47173                    inv_x1_sg       sg_338K         6.360000  
U47174                    nand_x1_sg      sg_338K         7.950000  
U47175                    inv_x1_sg       sg_338K         6.360000  
U47176                    nand_x1_sg      sg_338K         7.950000  
U47177                    inv_x1_sg       sg_338K         6.360000  
U47178                    inv_x1_sg       sg_338K         6.360000  
U47179                    inv_x1_sg       sg_338K         6.360000  
U47180                    nand_x2_sg      sg_338K         7.950000  
U47181                    nand_x1_sg      sg_338K         7.950000  
U47182                    inv_x1_sg       sg_338K         6.360000  
U47183                    inv_x1_sg       sg_338K         6.360000  
U47184                    inv_x1_sg       sg_338K         6.360000  
U47185                    inv_x1_sg       sg_338K         6.360000  
U47186                    nand_x1_sg      sg_338K         7.950000  
U47187                    inv_x1_sg       sg_338K         6.360000  
U47188                    nand_x4_sg      sg_338K         13.356000 
U47189                    nand_x1_sg      sg_338K         7.950000  
U47190                    inv_x1_sg       sg_338K         6.360000  
U47191                    inv_x1_sg       sg_338K         6.360000  
U47192                    inv_x2_sg       sg_338K         6.360000  
U47193                    nor_x1_sg       sg_338K         7.950000  
U47194                    nand_x1_sg      sg_338K         7.950000  
U47195                    inv_x2_sg       sg_338K         6.360000  
U47196                    nor_x1_sg       sg_338K         7.950000  
U47197                    nor_x1_sg       sg_338K         7.950000  
U47198                    nand_x1_sg      sg_338K         7.950000  
U47199                    nand_x1_sg      sg_338K         7.950000  
U47200                    nand_x2_sg      sg_338K         7.950000  
U47201                    inv_x2_sg       sg_338K         6.360000  
U47202                    nor_x1_sg       sg_338K         7.950000  
U47203                    nand_x1_sg      sg_338K         7.950000  
U47204                    inv_x1_sg       sg_338K         6.360000  
U47205                    inv_x2_sg       sg_338K         6.360000  
U47206                    nor_x1_sg       sg_338K         7.950000  
U47207                    inv_x1_sg       sg_338K         6.360000  
U47208                    nand_x1_sg      sg_338K         7.950000  
U47209                    inv_x1_sg       sg_338K         6.360000  
U47210                    nand_x1_sg      sg_338K         7.950000  
U47211                    inv_x1_sg       sg_338K         6.360000  
U47212                    nand_x4_sg      sg_338K         13.356000 
U47213                    inv_x1_sg       sg_338K         6.360000  
U47214                    nand_x1_sg      sg_338K         7.950000  
U47215                    nand_x1_sg      sg_338K         7.950000  
U47216                    inv_x1_sg       sg_338K         6.360000  
U47217                    nand_x1_sg      sg_338K         7.950000  
U47218                    nand_x2_sg      sg_338K         7.950000  
U47219                    nand_x1_sg      sg_338K         7.950000  
U47220                    inv_x1_sg       sg_338K         6.360000  
U47221                    inv_x1_sg       sg_338K         6.360000  
U47222                    inv_x1_sg       sg_338K         6.360000  
U47223                    nand_x1_sg      sg_338K         7.950000  
U47224                    nand_x1_sg      sg_338K         7.950000  
U47225                    inv_x1_sg       sg_338K         6.360000  
U47226                    inv_x1_sg       sg_338K         6.360000  
U47227                    nand_x1_sg      sg_338K         7.950000  
U47228                    inv_x1_sg       sg_338K         6.360000  
U47229                    nand_x4_sg      sg_338K         13.356000 
U47230                    nand_x1_sg      sg_338K         7.950000  
U47231                    inv_x1_sg       sg_338K         6.360000  
U47232                    inv_x1_sg       sg_338K         6.360000  
U47233                    inv_x2_sg       sg_338K         6.360000  
U47234                    nor_x1_sg       sg_338K         7.950000  
U47235                    nand_x1_sg      sg_338K         7.950000  
U47236                    inv_x2_sg       sg_338K         6.360000  
U47237                    nor_x1_sg       sg_338K         7.950000  
U47238                    nand_x1_sg      sg_338K         7.950000  
U47239                    nor_x1_sg       sg_338K         7.950000  
U47240                    nand_x4_sg      sg_338K         13.356000 
U47241                    inv_x1_sg       sg_338K         6.360000  
U47242                    inv_x2_sg       sg_338K         6.360000  
U47243                    nor_x1_sg       sg_338K         7.950000  
U47244                    inv_x1_sg       sg_338K         6.360000  
U47245                    nand_x1_sg      sg_338K         7.950000  
U47246                    inv_x1_sg       sg_338K         6.360000  
U47247                    nand_x4_sg      sg_338K         13.356000 
U47248                    inv_x1_sg       sg_338K         6.360000  
U47249                    nand_x1_sg      sg_338K         7.950000  
U47250                    inv_x1_sg       sg_338K         6.360000  
U47251                    nand_x1_sg      sg_338K         7.950000  
U47252                    inv_x1_sg       sg_338K         6.360000  
U47253                    inv_x1_sg       sg_338K         6.360000  
U47254                    inv_x1_sg       sg_338K         6.360000  
U47255                    nand_x2_sg      sg_338K         7.950000  
U47256                    nand_x1_sg      sg_338K         7.950000  
U47257                    inv_x1_sg       sg_338K         6.360000  
U47258                    inv_x1_sg       sg_338K         6.360000  
U47259                    nand_x1_sg      sg_338K         7.950000  
U47260                    inv_x1_sg       sg_338K         6.360000  
U47261                    inv_x1_sg       sg_338K         6.360000  
U47262                    nand_x1_sg      sg_338K         7.950000  
U47263                    inv_x1_sg       sg_338K         6.360000  
U47264                    nand_x4_sg      sg_338K         13.356000 
U47265                    nand_x1_sg      sg_338K         7.950000  
U47266                    inv_x2_sg       sg_338K         6.360000  
U47267                    nor_x1_sg       sg_338K         7.950000  
U47268                    nand_x4_sg      sg_338K         13.356000 
U47269                    nand_x1_sg      sg_338K         7.950000  
U47270                    inv_x1_sg       sg_338K         6.360000  
U47271                    inv_x1_sg       sg_338K         6.360000  
U47272                    inv_x2_sg       sg_338K         6.360000  
U47273                    nor_x1_sg       sg_338K         7.950000  
U47274                    nand_x1_sg      sg_338K         7.950000  
U47275                    inv_x2_sg       sg_338K         6.360000  
U47276                    nor_x1_sg       sg_338K         7.950000  
U47277                    nor_x1_sg       sg_338K         7.950000  
U47278                    nand_x1_sg      sg_338K         7.950000  
U47279                    nand_x1_sg      sg_338K         7.950000  
U47280                    nand_x1_sg      sg_338K         7.950000  
U47281                    nand_x2_sg      sg_338K         7.950000  
U47282                    nand_x1_sg      sg_338K         7.950000  
U47283                    inv_x1_sg       sg_338K         6.360000  
U47284                    inv_x2_sg       sg_338K         6.360000  
U47285                    nor_x1_sg       sg_338K         7.950000  
U47286                    inv_x2_sg       sg_338K         6.360000  
U47287                    nor_x1_sg       sg_338K         7.950000  
U47288                    inv_x1_sg       sg_338K         6.360000  
U47289                    nand_x1_sg      sg_338K         7.950000  
U47290                    inv_x1_sg       sg_338K         6.360000  
U47291                    nand_x4_sg      sg_338K         13.356000 
U47292                    inv_x1_sg       sg_338K         6.360000  
U47293                    nand_x1_sg      sg_338K         7.950000  
U47294                    inv_x1_sg       sg_338K         6.360000  
U47295                    nand_x4_sg      sg_338K         13.356000 
U47296                    inv_x1_sg       sg_338K         6.360000  
U47297                    inv_x1_sg       sg_338K         6.360000  
U47298                    inv_x1_sg       sg_338K         6.360000  
U47299                    nand_x2_sg      sg_338K         7.950000  
U47300                    nand_x1_sg      sg_338K         7.950000  
U47301                    inv_x1_sg       sg_338K         6.360000  
U47302                    inv_x1_sg       sg_338K         6.360000  
U47303                    nand_x1_sg      sg_338K         7.950000  
U47304                    inv_x1_sg       sg_338K         6.360000  
U47305                    inv_x1_sg       sg_338K         6.360000  
U47306                    nand_x1_sg      sg_338K         7.950000  
U47307                    inv_x1_sg       sg_338K         6.360000  
U47308                    nand_x4_sg      sg_338K         13.356000 
U47309                    nand_x1_sg      sg_338K         7.950000  
U47310                    inv_x2_sg       sg_338K         6.360000  
U47311                    nor_x1_sg       sg_338K         7.950000  
U47312                    nand_x4_sg      sg_338K         13.356000 
U47313                    nand_x1_sg      sg_338K         7.950000  
U47314                    inv_x1_sg       sg_338K         6.360000  
U47315                    inv_x1_sg       sg_338K         6.360000  
U47316                    inv_x2_sg       sg_338K         6.360000  
U47317                    nor_x1_sg       sg_338K         7.950000  
U47318                    nand_x1_sg      sg_338K         7.950000  
U47319                    inv_x2_sg       sg_338K         6.360000  
U47320                    nor_x1_sg       sg_338K         7.950000  
U47321                    nand_x1_sg      sg_338K         7.950000  
U47322                    nand_x1_sg      sg_338K         7.950000  
U47323                    inv_x2_sg       sg_338K         6.360000  
U47324                    inv_x2_sg       sg_338K         6.360000  
U47325                    inv_x1_sg       sg_338K         6.360000  
U47326                    nand_x1_sg      sg_338K         7.950000  
U47327                    nand_x1_sg      sg_338K         7.950000  
U47328                    nand_x1_sg      sg_338K         7.950000  
U47329                    inv_x1_sg       sg_338K         6.360000  
U47330                    nand_x1_sg      sg_338K         7.950000  
U47331                    inv_x1_sg       sg_338K         6.360000  
U47332                    inv_x1_sg       sg_338K         6.360000  
U47333                    nand_x1_sg      sg_338K         7.950000  
U47334                    nand_x4_sg      sg_338K         13.356000 
U47335                    inv_x1_sg       sg_338K         6.360000  
U47336                    nand_x1_sg      sg_338K         7.950000  
U47337                    nand_x2_sg      sg_338K         7.950000  
U47338                    inv_x1_sg       sg_338K         6.360000  
U47339                    inv_x1_sg       sg_338K         6.360000  
U47340                    nand_x1_sg      sg_338K         7.950000  
U47341                    inv_x1_sg       sg_338K         6.360000  
U47342                    nand_x1_sg      sg_338K         7.950000  
U47343                    inv_x1_sg       sg_338K         6.360000  
U47344                    inv_x1_sg       sg_338K         6.360000  
U47345                    inv_x2_sg       sg_338K         6.360000  
U47346                    nor_x1_sg       sg_338K         7.950000  
U47347                    inv_x1_sg       sg_338K         6.360000  
U47348                    inv_x2_sg       sg_338K         6.360000  
U47349                    nor_x1_sg       sg_338K         7.950000  
U47350                    nand_x1_sg      sg_338K         7.950000  
U47351                    inv_x2_sg       sg_338K         6.360000  
U47352                    nor_x1_sg       sg_338K         7.950000  
U47353                    nand_x1_sg      sg_338K         7.950000  
U47354                    nor_x1_sg       sg_338K         7.950000  
U47355                    nand_x4_sg      sg_338K         13.356000 
U47356                    inv_x1_sg       sg_338K         6.360000  
U47357                    inv_x2_sg       sg_338K         6.360000  
U47358                    nor_x1_sg       sg_338K         7.950000  
U47359                    inv_x1_sg       sg_338K         6.360000  
U47360                    nand_x1_sg      sg_338K         7.950000  
U47361                    inv_x1_sg       sg_338K         6.360000  
U47362                    nand_x4_sg      sg_338K         13.356000 
U47363                    inv_x1_sg       sg_338K         6.360000  
U47364                    nand_x1_sg      sg_338K         7.950000  
U47365                    inv_x1_sg       sg_338K         6.360000  
U47366                    nand_x1_sg      sg_338K         7.950000  
U47367                    inv_x1_sg       sg_338K         6.360000  
U47368                    inv_x1_sg       sg_338K         6.360000  
U47369                    inv_x1_sg       sg_338K         6.360000  
U47370                    nand_x2_sg      sg_338K         7.950000  
U47371                    nand_x1_sg      sg_338K         7.950000  
U47372                    inv_x1_sg       sg_338K         6.360000  
U47373                    inv_x1_sg       sg_338K         6.360000  
U47374                    nand_x1_sg      sg_338K         7.950000  
U47375                    inv_x1_sg       sg_338K         6.360000  
U47376                    inv_x1_sg       sg_338K         6.360000  
U47377                    nand_x1_sg      sg_338K         7.950000  
U47378                    inv_x1_sg       sg_338K         6.360000  
U47379                    nand_x4_sg      sg_338K         13.356000 
U47380                    nand_x1_sg      sg_338K         7.950000  
U47381                    inv_x2_sg       sg_338K         6.360000  
U47382                    nor_x1_sg       sg_338K         7.950000  
U47383                    nand_x4_sg      sg_338K         13.356000 
U47384                    nand_x1_sg      sg_338K         7.950000  
U47385                    inv_x1_sg       sg_338K         6.360000  
U47386                    inv_x1_sg       sg_338K         6.360000  
U47387                    inv_x2_sg       sg_338K         6.360000  
U47388                    nor_x1_sg       sg_338K         7.950000  
U47389                    nand_x1_sg      sg_338K         7.950000  
U47390                    inv_x2_sg       sg_338K         6.360000  
U47391                    nor_x1_sg       sg_338K         7.950000  
U47392                    nor_x1_sg       sg_338K         7.950000  
U47393                    nand_x1_sg      sg_338K         7.950000  
U47394                    nand_x1_sg      sg_338K         7.950000  
U47395                    nand_x2_sg      sg_338K         7.950000  
U47396                    inv_x2_sg       sg_338K         6.360000  
U47397                    nor_x1_sg       sg_338K         7.950000  
U47398                    nand_x1_sg      sg_338K         7.950000  
U47399                    nand_x1_sg      sg_338K         7.950000  
U47400                    nand_x4_sg      sg_338K         13.356000 
U47401                    inv_x1_sg       sg_338K         6.360000  
U47402                    inv_x2_sg       sg_338K         6.360000  
U47403                    nor_x1_sg       sg_338K         7.950000  
U47404                    inv_x1_sg       sg_338K         6.360000  
U47405                    nand_x1_sg      sg_338K         7.950000  
U47406                    inv_x1_sg       sg_338K         6.360000  
U47407                    nand_x1_sg      sg_338K         7.950000  
U47408                    inv_x1_sg       sg_338K         6.360000  
U47409                    nand_x4_sg      sg_338K         13.356000 
U47410                    inv_x1_sg       sg_338K         6.360000  
U47411                    nand_x1_sg      sg_338K         7.950000  
U47412                    nand_x1_sg      sg_338K         7.950000  
U47413                    inv_x1_sg       sg_338K         6.360000  
U47414                    nand_x1_sg      sg_338K         7.950000  
U47415                    nand_x2_sg      sg_338K         7.950000  
U47416                    inv_x1_sg       sg_338K         6.360000  
U47417                    nand_x4_sg      sg_338K         13.356000 
U47418                    nand_x1_sg      sg_338K         7.950000  
U47419                    nand_x1_sg      sg_338K         7.950000  
U47420                    inv_x1_sg       sg_338K         6.360000  
U47421                    nand_x1_sg      sg_338K         7.950000  
U47422                    inv_x1_sg       sg_338K         6.360000  
U47423                    inv_x1_sg       sg_338K         6.360000  
U47424                    nand_x1_sg      sg_338K         7.950000  
U47425                    nand_x4_sg      sg_338K         13.356000 
U47426                    nand_x1_sg      sg_338K         7.950000  
U47427                    inv_x1_sg       sg_338K         6.360000  
U47428                    inv_x1_sg       sg_338K         6.360000  
U47429                    inv_x1_sg       sg_338K         6.360000  
U47430                    inv_x2_sg       sg_338K         6.360000  
U47431                    nor_x1_sg       sg_338K         7.950000  
U47432                    nand_x1_sg      sg_338K         7.950000  
U47433                    inv_x2_sg       sg_338K         6.360000  
U47434                    nor_x1_sg       sg_338K         7.950000  
U47435                    nand_x1_sg      sg_338K         7.950000  
U47436                    nor_x1_sg       sg_338K         7.950000  
U47437                    nand_x4_sg      sg_338K         13.356000 
U47438                    inv_x1_sg       sg_338K         6.360000  
U47439                    inv_x2_sg       sg_338K         6.360000  
U47440                    nor_x1_sg       sg_338K         7.950000  
U47441                    inv_x1_sg       sg_338K         6.360000  
U47442                    nand_x1_sg      sg_338K         7.950000  
U47443                    inv_x1_sg       sg_338K         6.360000  
U47444                    nand_x4_sg      sg_338K         13.356000 
U47445                    inv_x1_sg       sg_338K         6.360000  
U47446                    nand_x1_sg      sg_338K         7.950000  
U47447                    inv_x1_sg       sg_338K         6.360000  
U47448                    nand_x1_sg      sg_338K         7.950000  
U47449                    inv_x1_sg       sg_338K         6.360000  
U47450                    inv_x1_sg       sg_338K         6.360000  
U47451                    inv_x1_sg       sg_338K         6.360000  
U47452                    nand_x2_sg      sg_338K         7.950000  
U47453                    nand_x1_sg      sg_338K         7.950000  
U47454                    inv_x1_sg       sg_338K         6.360000  
U47455                    inv_x1_sg       sg_338K         6.360000  
U47456                    nand_x1_sg      sg_338K         7.950000  
U47457                    inv_x1_sg       sg_338K         6.360000  
U47458                    inv_x1_sg       sg_338K         6.360000  
U47459                    nand_x1_sg      sg_338K         7.950000  
U47460                    inv_x1_sg       sg_338K         6.360000  
U47461                    nand_x4_sg      sg_338K         13.356000 
U47462                    nand_x1_sg      sg_338K         7.950000  
U47463                    inv_x2_sg       sg_338K         6.360000  
U47464                    nor_x1_sg       sg_338K         7.950000  
U47465                    nand_x4_sg      sg_338K         13.356000 
U47466                    nand_x1_sg      sg_338K         7.950000  
U47467                    inv_x1_sg       sg_338K         6.360000  
U47468                    inv_x1_sg       sg_338K         6.360000  
U47469                    inv_x2_sg       sg_338K         6.360000  
U47470                    nor_x1_sg       sg_338K         7.950000  
U47471                    nand_x1_sg      sg_338K         7.950000  
U47472                    inv_x2_sg       sg_338K         6.360000  
U47473                    nor_x1_sg       sg_338K         7.950000  
U47474                    nand_x1_sg      sg_338K         7.950000  
U47475                    inv_x2_sg       sg_338K         6.360000  
U47476                    inv_x1_sg       sg_338K         6.360000  
U47477                    nand_x1_sg      sg_338K         7.950000  
U47478                    nand_x1_sg      sg_338K         7.950000  
U47479                    inv_x1_sg       sg_338K         6.360000  
U47480                    nand_x1_sg      sg_338K         7.950000  
U47481                    inv_x1_sg       sg_338K         6.360000  
U47482                    inv_x1_sg       sg_338K         6.360000  
U47483                    nand_x1_sg      sg_338K         7.950000  
U47484                    nand_x4_sg      sg_338K         13.356000 
U47485                    inv_x1_sg       sg_338K         6.360000  
U47486                    nand_x1_sg      sg_338K         7.950000  
U47487                    nand_x2_sg      sg_338K         7.950000  
U47488                    inv_x1_sg       sg_338K         6.360000  
U47489                    inv_x1_sg       sg_338K         6.360000  
U47490                    nand_x1_sg      sg_338K         7.950000  
U47491                    inv_x1_sg       sg_338K         6.360000  
U47492                    nand_x1_sg      sg_338K         7.950000  
U47493                    inv_x1_sg       sg_338K         6.360000  
U47494                    inv_x1_sg       sg_338K         6.360000  
U47495                    inv_x2_sg       sg_338K         6.360000  
U47496                    nor_x1_sg       sg_338K         7.950000  
U47497                    inv_x1_sg       sg_338K         6.360000  
U47498                    inv_x2_sg       sg_338K         6.360000  
U47499                    nor_x1_sg       sg_338K         7.950000  
U47500                    inv_x1_sg       sg_338K         6.360000  
U47501                    nand_x1_sg      sg_338K         7.950000  
U47502                    nand_x1_sg      sg_338K         7.950000  
U47503                    nand_x1_sg      sg_338K         7.950000  
U47504                    nand_x1_sg      sg_338K         7.950000  
U47505                    inv_x1_sg       sg_338K         6.360000  
U47506                    nand_x1_sg      sg_338K         7.950000  
U47507                    inv_x1_sg       sg_338K         6.360000  
U47508                    nand_x1_sg      sg_338K         7.950000  
U47509                    inv_x1_sg       sg_338K         6.360000  
U47510                    nand_x1_sg      sg_338K         7.950000  
U47511                    nand_x1_sg      sg_338K         7.950000  
U47512                    inv_x1_sg       sg_338K         6.360000  
U47513                    inv_x1_sg       sg_338K         6.360000  
U47514                    inv_x1_sg       sg_338K         6.360000  
U47515                    nand_x1_sg      sg_338K         7.950000  
U47516                    inv_x1_sg       sg_338K         6.360000  
U47517                    inv_x1_sg       sg_338K         6.360000  
U47518                    nand_x1_sg      sg_338K         7.950000  
U47519                    inv_x1_sg       sg_338K         6.360000  
U47520                    nand_x2_sg      sg_338K         7.950000  
U47521                    nand_x1_sg      sg_338K         7.950000  
U47522                    inv_x1_sg       sg_338K         6.360000  
U47523                    inv_x1_sg       sg_338K         6.360000  
U47524                    inv_x1_sg       sg_338K         6.360000  
U47525                    inv_x1_sg       sg_338K         6.360000  
U47526                    nand_x1_sg      sg_338K         7.950000  
U47527                    inv_x1_sg       sg_338K         6.360000  
U47528                    nand_x1_sg      sg_338K         7.950000  
U47529                    inv_x2_sg       sg_338K         6.360000  
U47530                    nor_x1_sg       sg_338K         7.950000  
U47531                    nand_x4_sg      sg_338K         13.356000 
U47532                    nand_x1_sg      sg_338K         7.950000  
U47533                    inv_x1_sg       sg_338K         6.360000  
U47534                    inv_x1_sg       sg_338K         6.360000  
U47535                    inv_x2_sg       sg_338K         6.360000  
U47536                    nor_x1_sg       sg_338K         7.950000  
U47537                    nand_x1_sg      sg_338K         7.950000  
U47538                    inv_x2_sg       sg_338K         6.360000  
U47539                    nor_x1_sg       sg_338K         7.950000  
U47540                    nand_x1_sg      sg_338K         7.950000  
U47541                    inv_x2_sg       sg_338K         6.360000  
U47542                    inv_x1_sg       sg_338K         6.360000  
U47543                    nand_x1_sg      sg_338K         7.950000  
U47544                    nand_x1_sg      sg_338K         7.950000  
U47545                    inv_x1_sg       sg_338K         6.360000  
U47546                    nand_x1_sg      sg_338K         7.950000  
U47547                    inv_x1_sg       sg_338K         6.360000  
U47548                    inv_x1_sg       sg_338K         6.360000  
U47549                    nand_x1_sg      sg_338K         7.950000  
U47550                    nand_x4_sg      sg_338K         13.356000 
U47551                    inv_x1_sg       sg_338K         6.360000  
U47552                    nand_x1_sg      sg_338K         7.950000  
U47553                    nand_x2_sg      sg_338K         7.950000  
U47554                    inv_x1_sg       sg_338K         6.360000  
U47555                    inv_x1_sg       sg_338K         6.360000  
U47556                    nand_x1_sg      sg_338K         7.950000  
U47557                    inv_x1_sg       sg_338K         6.360000  
U47558                    nand_x1_sg      sg_338K         7.950000  
U47559                    inv_x1_sg       sg_338K         6.360000  
U47560                    inv_x1_sg       sg_338K         6.360000  
U47561                    inv_x2_sg       sg_338K         6.360000  
U47562                    nor_x1_sg       sg_338K         7.950000  
U47563                    inv_x1_sg       sg_338K         6.360000  
U47564                    inv_x2_sg       sg_338K         6.360000  
U47565                    nor_x1_sg       sg_338K         7.950000  
U47566                    nand_x1_sg      sg_338K         7.950000  
U47567                    inv_x2_sg       sg_338K         6.360000  
U47568                    nor_x1_sg       sg_338K         7.950000  
U47569                    nand_x1_sg      sg_338K         7.950000  
U47570                    nand_x1_sg      sg_338K         7.950000  
U47571                    inv_x2_sg       sg_338K         6.360000  
U47572                    inv_x1_sg       sg_338K         6.360000  
U47573                    nand_x1_sg      sg_338K         7.950000  
U47574                    nand_x1_sg      sg_338K         7.950000  
U47575                    nand_x1_sg      sg_338K         7.950000  
U47576                    inv_x2_sg       sg_338K         6.360000  
U47577                    nor_x1_sg       sg_338K         7.950000  
U47578                    inv_x1_sg       sg_338K         6.360000  
U47579                    inv_x1_sg       sg_338K         6.360000  
U47580                    nand_x1_sg      sg_338K         7.950000  
U47581                    inv_x1_sg       sg_338K         6.360000  
U47582                    inv_x1_sg       sg_338K         6.360000  
U47583                    inv_x1_sg       sg_338K         6.360000  
U47584                    nand_x1_sg      sg_338K         7.950000  
U47585                    nand_x2_sg      sg_338K         7.950000  
U47586                    inv_x1_sg       sg_338K         6.360000  
U47587                    inv_x1_sg       sg_338K         6.360000  
U47588                    nand_x1_sg      sg_338K         7.950000  
U47589                    inv_x1_sg       sg_338K         6.360000  
U47590                    inv_x1_sg       sg_338K         6.360000  
U47591                    nand_x1_sg      sg_338K         7.950000  
U47592                    inv_x1_sg       sg_338K         6.360000  
U47593                    nand_x1_sg      sg_338K         7.950000  
U47594                    inv_x2_sg       sg_338K         6.360000  
U47595                    nor_x1_sg       sg_338K         7.950000  
U47596                    nand_x4_sg      sg_338K         13.356000 
U47597                    nand_x1_sg      sg_338K         7.950000  
U47598                    inv_x1_sg       sg_338K         6.360000  
U47599                    inv_x1_sg       sg_338K         6.360000  
U47600                    inv_x2_sg       sg_338K         6.360000  
U47601                    nor_x1_sg       sg_338K         7.950000  
U47602                    nand_x1_sg      sg_338K         7.950000  
U47603                    inv_x2_sg       sg_338K         6.360000  
U47604                    nor_x1_sg       sg_338K         7.950000  
U47605                    nand_x1_sg      sg_338K         7.950000  
U47606                    inv_x2_sg       sg_338K         6.360000  
U47607                    inv_x1_sg       sg_338K         6.360000  
U47608                    nand_x1_sg      sg_338K         7.950000  
